Nfactura,CODCLI,CODART,Fecha,Unidades,Precio,Costo
2044,8,12,2018-02-12,30,47.56,47.56
2045,8,13,2018-02-12,30,47.99,47.99
2046,8,14,2018-02-12,30,70.12,70.12
2047,8,15,2018-02-12,46,54.23,54.23
2048,8,1,2018-02-12,18,612.25,612.25
2049,8,2,2018-02-12,20,129.99,129.99
2050,8,6,2018-02-12,13,49.99,49.99
2051,8,11,2018-02-12,4,599.99,599.99
2052,8,12,2018-02-12,30,47.56,47.56
2053,8,13,2018-02-12,40,47.99,47.99
2054,8,14,2018-02-12,30,70.12,70.12
2055,8,15,2018-02-12,46,54.23,54.23
2157,8,1,2018-03-12,19,612.25,612.25
2158,8,2,2018-03-12,21,129.99,129.99
2159,8,6,2018-03-12,14,49.99,49.99
2160,8,11,2018-03-12,4,599.99,599.99
2161,8,12,2018-03-12,33,47.56,47.56
2162,8,13,2018-03-12,33,47.99,47.99
2163,8,14,2018-03-12,33,70.12,70.12
2164,8,15,2018-03-12,80,54.23,54.23
2241,8,1,2018-04-12,18,612.25,612.25
2242,8,2,2018-04-12,19,129.99,129.99
2243,8,6,2018-04-12,13,49.99,49.99
2244,8,11,2018-04-12,25,599.99,599.99
2245,8,12,2018-04-12,30,47.56,47.56
2246,8,13,2018-04-12,30,47.99,47.99
2247,8,14,2018-04-12,30,70.12,70.12
2248,8,15,2018-04-12,45,54.23,54.23
2320,8,1,2018-05-12,17,612.25,612.25
2321,8,2,2018-05-12,19,129.99,129.99
2322,8,6,2018-05-12,13,49.99,49.99
2323,8,11,2018-05-12,4,599.99,599.99
2324,8,12,2018-05-12,29,47.56,47.56
2325,8,13,2018-05-12,29,47.99,47.99
2326,8,14,2018-05-12,29,70.12,70.12
2327,8,15,2018-05-12,44,54.23,54.23
2573,8,1,2018-09-12,14,612.25,612.25
2574,8,2,2018-09-12,15,129.99,129.99
2575,8,6,2018-09-12,10,49.99,49.99
2576,8,11,2018-09-12,3,599.99,599.99
2577,8,12,2018-09-12,24,47.56,47.56
2578,8,13,2018-09-12,24,47.99,47.99
2579,8,14,2018-09-12,24,70.12,70.12
2580,8,15,2018-09-12,36,54.23,54.23
2775,8,1,2018-12-12,20,612.25,612.25
2776,8,2,2018-12-12,22,129.99,129.99
2777,8,6,2018-12-12,15,49.99,49.99
2778,8,11,2018-12-12,5,599.99,599.99
2779,8,12,2018-12-12,34,47.56,47.56
2780,8,13,2018-12-12,34,47.99,47.99
2781,8,14,2018-12-12,34,70.12,70.12
2782,8,15,2018-12-12,51,54.23,54.23
2861,8,1,2019-01-12,19,612.25,612.25
2862,8,2,2019-01-12,21,129.99,129.99
2863,8,6,2019-01-12,14,49.99,49.99
2864,8,11,2019-01-12,4,599.99,599.99
2865,8,12,2019-01-12,32,47.56,47.56
2866,8,13,2019-01-12,32,47.99,47.99
2867,8,14,2019-01-12,32,70.12,70.12
2868,8,15,2019-01-12,48,54.23,54.23
2984,8,1,2019-02-12,18,612.25,612.25
2985,8,2,2019-02-12,20,129.99,129.99
2986,8,6,2019-02-12,13,49.99,49.99
2987,8,11,2019-02-12,4,599.99,599.99
2988,8,12,2019-02-12,30,47.56,47.56
2989,8,13,2019-02-12,30,47.99,47.99
2990,8,14,2019-02-12,30,70.12,70.12
2991,8,15,2019-02-12,46,54.23,54.23
3079,8,1,2019-03-12,19,612.25,612.25
3080,8,2,2019-03-12,21,129.99,129.99
3081,8,6,2019-03-12,14,49.99,49.99
3082,8,11,2019-03-12,4,599.99,599.99
3083,8,12,2019-03-12,33,47.56,47.56
3084,8,13,2019-03-12,33,47.99,47.99
3085,8,14,2019-03-12,33,70.12,70.12
3086,8,15,2019-03-12,49,54.23,54.23
3163,8,1,2019-04-12,18,612.25,612.25
3164,8,2,2019-04-12,19,129.99,129.99
3165,8,6,2019-04-12,13,49.99,49.99
3166,8,11,2019-04-12,4,599.99,599.99
3167,8,12,2019-04-12,30,47.56,47.56
3168,8,13,2019-04-12,30,47.99,47.99
3169,8,14,2019-04-12,30,70.12,70.12
3170,8,15,2019-04-12,45,54.23,54.23
3242,8,1,2019-05-12,17,612.25,612.25
3243,8,2,2019-05-12,19,129.99,129.99
3244,8,6,2019-05-12,13,49.99,49.99
3245,8,11,2019-05-12,4,599.99,599.99
3246,8,12,2019-05-12,29,47.56,47.56
3247,8,13,2019-05-12,29,47.99,47.99
3248,8,14,2019-05-12,29,70.12,70.12
3249,8,15,2019-05-12,44,54.23,54.23
3320,8,1,2019-07-05,19,612.25,612.25
3321,8,2,2019-07-06,21,129.99,129.99
3322,8,6,2019-07-07,14,49.99,49.99
3323,8,11,2019-07-08,4,599.99,599.99
3324,8,12,2019-07-09,32,47.56,47.56
3325,8,13,2019-07-10,32,47.99,47.99
3326,8,14,2019-07-11,32,70.12,70.12
3327,8,15,2019-07-12,48,54.23,54.23
3393,8,1,2019-09-16,19,612.25,612.25
3394,8,2,2019-09-17,21,129.99,129.99
3395,8,6,2019-09-18,14,49.99,49.99
3396,8,11,2019-09-19,4,599.99,599.99
3397,8,12,2019-09-20,32,47.56,47.56
3398,8,13,2019-09-21,32,47.99,47.99
3399,8,14,2019-09-22,32,70.12,70.12
3400,8,15,2019-09-23,48,54.23,54.23
3464,8,1,2019-11-26,19,612.25,612.25
3465,8,2,2019-11-27,21,129.99,129.99
3466,8,6,2019-11-28,14,49.99,49.99
3467,8,11,2019-11-29,4,599.99,599.99
3468,8,12,2019-11-30,32,47.56,47.56
3469,8,13,2019-12-01,32,47.99,47.99
3470,8,14,2019-12-02,32,70.12,70.12
3471,8,15,2019-12-03,48,54.23,54.23
3586,8,1,2020-03-27,18,612.25,612.25
3587,8,2,2020-03-28,20,129.99,129.99
3588,8,6,2020-03-29,13,49.99,49.99
3589,8,11,2020-03-30,4,599.99,599.99
3590,8,12,2020-03-31,30,47.56,47.56
3591,8,13,2020-04-01,30,47.99,47.99
3592,8,14,2020-04-02,30,70.12,70.12
3593,8,15,2020-04-03,46,54.23,54.23
3657,8,1,2020-06-06,19,612.25,612.25
3658,8,2,2020-06-07,21,129.99,129.99
3659,8,6,2020-06-08,14,49.99,49.99
3660,8,11,2020-06-09,4,599.99,599.99
3661,8,12,2020-06-10,33,47.56,47.56
3662,8,13,2020-06-11,33,47.99,47.99
3663,8,14,2020-06-12,33,70.12,70.12
3664,8,15,2020-06-13,49,54.23,54.23
3741,8,1,2020-08-29,18,612.25,612.25
3742,8,2,2020-08-30,19,129.99,129.99
3743,8,6,2020-08-31,13,49.99,49.99
3744,8,11,2020-09-01,4,599.99,599.99
3745,8,12,2020-09-02,30,47.56,47.56
3746,8,13,2020-09-03,30,47.99,47.99
3747,8,14,2020-09-04,30,70.12,70.12
3748,8,15,2020-09-05,45,54.23,54.23
3820,8,1,2020-11-16,17,612.25,612.25
3821,8,2,2020-11-17,19,129.99,129.99
3822,8,6,2020-11-18,13,49.99,49.99
3823,8,11,2020-11-19,4,599.99,599.99
3824,8,12,2020-11-20,29,47.56,47.56
3825,8,13,2020-11-21,29,47.99,47.99
3826,8,14,2020-11-22,29,70.12,70.12
3827,8,15,2020-11-23,44,54.23,54.23
87,18,1,2013-04-01,19,581.64,436.23
88,18,2,2013-04-02,17,123.49,103.73
89,18,8,2013-04-03,1,170.99,145.34
90,18,12,2013-04-04,48,45.18,37.95
91,18,9,2013-04-05,1,427.49,363.37
415,18,1,2014-02-23,17,581.64,436.23
416,18,2,2014-02-24,16,123.49,103.73
417,18,8,2014-02-25,1,170.99,145.34
418,18,12,2014-02-26,44,45.18,37.95
419,18,9,2014-02-27,1,427.49,363.37
482,18,1,2014-05-01,14,581.64,436.23
483,18,2,2014-05-02,13,123.49,103.73
484,18,8,2014-05-03,1,170.99,145.34
485,18,12,2014-05-04,36,45.18,37.95
486,18,9,2014-05-05,1,427.49,363.37
654,18,1,2014-10-20,14,581.64,436.23
655,18,2,2014-10-21,13,123.49,103.73
656,18,8,2014-10-22,1,170.99,145.34
657,18,12,2014-10-23,36,45.18,37.95
658,18,9,2014-10-24,1,427.49,363.37
715,18,1,2014-12-20,18,581.64,436.23
716,18,2,2014-12-21,16,123.49,103.73
717,18,8,2014-12-22,1,170.99,145.34
718,18,12,2014-12-23,45,45.18,37.95
719,18,9,2014-12-24,20,427.49,363.37
884,18,1,2015-06-07,20,581.64,436.23
885,18,2,2015-06-08,18,123.49,103.73
886,18,8,2015-06-09,1,170.99,145.34
887,18,12,2015-06-10,51,45.18,37.95
888,18,9,2015-06-11,1,427.49,363.37
984,18,1,2015-09-15,23,581.64,436.23
985,18,2,2015-09-16,21,123.49,103.73
986,18,8,2015-09-17,1,170.99,145.34
987,18,12,2015-09-18,59,45.18,37.95
988,18,9,2015-09-19,1,427.49,363.37
1312,18,1,2016-08-08,21,581.64,436.23
1313,18,2,2016-08-09,19,123.49,103.73
1314,18,8,2016-08-10,1,170.99,145.34
1315,18,12,2016-08-11,53,45.18,37.95
1316,18,9,2016-08-12,1,427.49,363.37
1379,18,1,2016-10-14,17,581.64,436.23
1380,18,2,2016-10-15,16,123.49,103.73
1381,18,8,2016-10-16,1,170.99,145.34
1382,18,12,2016-10-17,44,45.18,37.95
1383,18,9,2016-10-18,1,427.49,363.37
1551,18,1,2017-04-04,17,581.64,436.23
1552,18,2,2017-04-05,16,123.49,103.73
1553,18,8,2017-04-06,1,170.99,145.34
1554,18,12,2017-04-07,43,45.18,37.95
1555,18,9,2017-04-08,1,427.49,363.37
1612,18,1,2017-06-04,22,581.64,436.23
1613,18,2,2017-06-05,20,123.49,103.73
1614,18,8,2017-06-06,1,170.99,145.34
1615,18,12,2017-06-07,55,45.18,37.95
1616,18,9,2017-06-08,1,427.49,363.37
1781,18,1,2017-11-20,24,581.64,436.23
1782,18,2,2017-11-21,22,123.49,103.73
1783,18,8,2017-11-22,2,170.99,145.34
1784,18,12,2017-11-23,62,45.18,37.95
1785,18,9,2017-11-24,2,427.49,363.37
1881,18,1,2018-02-28,27,581.64,436.23
1882,18,2,2018-03-01,25,123.49,103.73
1883,18,8,2018-03-02,2,170.99,145.34
1884,18,12,2018-03-03,69,45.18,37.95
1885,18,9,2018-03-04,2,427.49,363.37
2163,18,1,2018-12-07,17,581.64,436.23
2164,18,2,2018-12-08,16,123.49,103.73
2165,18,8,2018-12-09,1,170.99,145.34
2166,18,12,2018-12-10,44,45.18,37.95
2167,18,9,2018-12-11,1,427.49,363.37
2230,18,1,2019-02-12,14,581.64,436.23
2231,18,2,2019-02-13,13,123.49,103.73
2232,18,8,2019-02-14,1,170.99,145.34
2233,18,12,2019-02-15,36,45.18,37.95
2234,18,9,2019-02-16,1,427.49,363.37
60,18,1,2015-09-25,14,581.64,436.23
61,18,2,2015-09-25,13,123.49,103.73
62,18,8,2015-09-25,1,170.99,145.34
63,18,12,2015-09-25,36,45.18,37.95
64,18,9,2015-09-25,1,427.49,363.37
121,18,1,2015-10-25,18,581.64,436.23
122,18,2,2015-10-25,16,123.49,103.73
123,18,8,2015-10-25,1,170.99,145.34
124,18,12,2015-10-25,45,45.18,37.95
125,18,9,2015-10-25,1,427.49,363.37
292,18,1,2016-01-25,19,581.64,436.23
293,18,2,2016-01-25,17,123.49,103.73
294,18,8,2016-01-25,20,170.99,145.34
295,18,12,2016-01-25,48,45.18,37.95
296,18,9,2016-01-25,20,427.49,363.37
537,18,1,2016-05-25,17,581.64,436.23
538,18,2,2016-05-25,16,123.49,103.73
539,18,8,2016-05-25,20,170.99,145.34
540,18,12,2016-05-25,44,45.18,37.95
541,18,9,2016-05-25,20,427.49,363.37
604,18,1,2016-06-25,14,581.64,436.23
605,18,2,2016-06-25,13,123.49,103.73
606,18,8,2016-06-25,20,170.99,145.34
607,18,12,2016-06-25,36,45.18,37.95
608,18,9,2016-06-25,20,427.49,363.37
776,18,1,2016-09-25,14,581.64,436.23
777,18,2,2016-09-25,13,123.49,103.73
778,18,8,2016-09-25,20,170.99,145.34
779,18,12,2016-09-25,36,45.18,37.95
780,18,9,2016-09-25,20,427.49,363.37
837,18,1,2016-10-25,18,581.64,436.23
838,18,2,2016-10-25,16,123.49,103.73
839,18,8,2016-10-25,20,170.99,145.34
840,18,12,2016-10-25,45,45.18,37.95
841,18,9,2016-10-25,20,427.49,363.37
1006,18,1,2016-12-25,20,581.64,436.23
1007,18,2,2016-12-25,18,123.49,103.73
1008,18,8,2016-12-25,20,170.99,145.34
1009,18,12,2016-12-25,51,45.18,37.95
1010,18,9,2016-12-25,20,427.49,363.37
1253,18,1,2017-05-25,17,581.64,436.23
1254,18,2,2017-05-25,16,123.49,103.73
1255,18,8,2017-05-25,1,170.99,145.34
1256,18,12,2017-05-25,44,45.18,37.95
1257,18,9,2017-05-25,1,427.49,363.37
1320,18,1,2017-06-25,14,581.64,436.23
1321,18,2,2017-06-25,13,123.49,103.73
1322,18,8,2017-06-25,1,170.99,145.34
1323,18,12,2017-06-25,18,45.18,37.95
1324,18,9,2017-06-25,1,427.49,363.37
1492,18,1,2017-09-25,14,581.64,436.23
1493,18,2,2017-09-25,13,123.49,103.73
1494,18,8,2017-09-25,1,170.99,145.34
1495,18,12,2017-09-25,36,45.18,37.95
1496,18,9,2017-09-25,1,427.49,363.37
1553,18,1,2017-10-25,18,581.64,436.23
1554,18,2,2017-10-25,16,123.49,103.73
1555,18,8,2017-10-25,1,170.99,145.34
1556,18,12,2017-10-25,45,45.18,37.95
1557,18,9,2017-10-25,1,427.49,363.37
1722,18,1,2017-12-25,20,581.64,436.23
1723,18,2,2017-12-25,18,123.49,103.73
1724,18,8,2017-12-25,1,170.99,145.34
1725,18,12,2017-12-25,51,45.18,37.95
1726,18,9,2017-12-25,1,427.49,363.37
1908,18,1,2018-01-25,19,581.64,436.23
1909,18,2,2018-01-25,17,123.49,103.73
1910,18,8,2018-01-25,1,170.99,145.34
1911,18,12,2018-01-25,48,45.18,37.95
1912,18,9,2018-01-25,1,427.49,363.37
1913,18,1,2018-01-25,19,581.64,436.23
1914,18,2,2018-01-25,17,123.49,103.73
1915,18,8,2018-01-25,1,170.99,145.34
1916,18,12,2018-01-25,48,45.18,37.95
1917,18,9,2018-01-25,1,427.49,363.37
2348,18,1,2018-05-25,17,581.64,436.23
2349,18,2,2018-05-25,16,123.49,103.73
2350,18,8,2018-05-25,1,170.99,145.34
2351,18,12,2018-05-25,44,45.18,37.95
2352,18,9,2018-05-25,1,427.49,363.37
2415,18,1,2018-06-25,14,581.64,436.23
2416,18,2,2018-06-25,13,123.49,103.73
2417,18,8,2018-06-25,1,170.99,145.34
2418,18,12,2018-06-25,36,45.18,37.95
2419,18,9,2018-06-25,1,427.49,363.37
2587,18,1,2018-09-25,14,581.64,436.23
2588,18,2,2018-09-25,13,123.49,103.73
2589,18,8,2018-09-25,1,170.99,145.34
2590,18,12,2018-09-25,36,45.18,37.95
2591,18,9,2018-09-25,1,427.49,363.37
2648,18,1,2018-10-25,18,581.64,436.23
2649,18,2,2018-10-25,16,123.49,103.73
2650,18,8,2018-10-25,1,170.99,145.34
2651,18,12,2018-10-25,45,45.18,37.95
2652,18,9,2018-10-25,1,427.49,363.37
2817,18,1,2018-12-25,20,581.64,436.23
2818,18,2,2018-12-25,18,123.49,103.73
2819,18,8,2018-12-25,1,170.99,145.34
2820,18,12,2018-12-25,51,45.18,37.95
2821,18,9,2018-12-25,1,427.49,363.37
2917,18,1,2019-01-25,19,581.64,436.23
2918,18,2,2019-01-25,17,123.49,103.73
2919,18,8,2019-01-25,1,170.99,145.34
2920,18,12,2019-01-25,48,45.18,37.95
2921,18,9,2019-01-25,1,427.49,363.37
3270,18,1,2019-05-25,17,581.64,436.23
3271,18,2,2019-05-25,16,123.49,103.73
3272,18,8,2019-05-25,1,170.99,145.34
3273,18,12,2019-05-25,44,45.18,37.95
3274,18,9,2019-05-25,1,427.49,363.37
3520,18,1,2020-01-21,19,581.64,436.23
3521,18,2,2020-01-22,17,123.49,103.73
3522,18,8,2020-01-23,1,170.99,145.34
3523,18,12,2020-01-24,48,45.18,37.95
3524,18,9,2020-01-25,1,427.49,363.37
3848,18,1,2020-12-14,17,581.64,436.23
3849,18,2,2020-12-15,16,123.49,103.73
3850,18,8,2020-12-16,1,170.99,145.34
3851,18,12,2020-12-17,44,45.18,37.95
3852,18,9,2020-12-18,1,427.49,363.37
2930,24,18,2019-02-04,1,16500.0,7000.0
26,7,1,2013-01-30,14,612.25,612.25
27,7,2,2013-01-31,14,129.99,129.99
28,7,8,2013-02-01,6,179.99,179.99
29,7,11,2013-02-02,6,599.99,599.99
30,7,15,2013-02-03,32,54.23,54.23
450,7,1,2014-03-30,10,612.25,612.25
451,7,2,2014-03-31,10,129.99,129.99
452,7,8,2014-04-01,4,179.99,179.99
453,7,11,2014-04-02,4,599.99,599.99
454,7,15,2014-04-03,24,54.23,54.23
837,7,1,2015-04-21,15,612.25,612.25
838,7,2,2015-04-22,15,129.99,129.99
839,7,8,2015-04-23,6,179.99,179.99
840,7,11,2015-04-24,6,599.99,599.99
841,7,15,2015-04-25,34,54.23,54.23
923,7,1,2015-07-16,17,612.25,612.25
924,7,2,2015-07-17,17,129.99,129.99
925,7,8,2015-07-18,7,179.99,179.99
926,7,11,2015-07-19,7,599.99,599.99
927,7,15,2015-07-20,39,54.23,54.23
1347,7,1,2016-09-12,13,612.25,612.25
1348,7,2,2016-09-13,13,129.99,129.99
1349,7,8,2016-09-14,5,179.99,179.99
1350,7,11,2016-09-15,5,599.99,599.99
1351,7,15,2016-09-16,29,54.23,54.23
1734,7,1,2017-10-04,18,612.25,612.25
1735,7,2,2017-10-05,18,129.99,129.99
1736,7,8,2017-10-06,8,179.99,179.99
1737,7,11,2017-10-07,8,599.99,599.99
1738,7,15,2017-10-08,41,54.23,54.23
1820,7,1,2017-12-29,20,612.25,612.25
1821,7,2,2017-12-30,20,129.99,129.99
1822,7,8,2017-12-31,9,179.99,179.99
1823,7,11,2018-01-01,9,599.99,599.99
1824,7,15,2018-01-02,46,54.23,54.23
2198,7,1,2019-01-11,10,612.25,612.25
2199,7,2,2019-01-12,10,129.99,129.99
2200,7,8,2019-01-13,4,179.99,179.99
2201,7,11,2019-01-14,4,599.99,599.99
2202,7,15,2019-01-15,80,54.23,54.23
231,7,1,2016-01-12,14,612.25,612.25
232,7,2,2016-01-12,14,129.99,129.99
233,7,8,2016-01-12,6,179.99,179.99
234,7,11,2016-01-12,6,599.99,599.99
235,7,15,2016-01-12,32,54.23,54.23
572,7,1,2016-06-12,10,612.25,612.25
573,7,2,2016-06-12,10,129.99,129.99
574,7,8,2016-06-12,4,179.99,179.99
575,7,11,2016-06-12,4,599.99,599.99
576,7,15,2016-06-12,80,54.23,54.23
959,7,1,2016-12-12,15,612.25,612.25
960,7,2,2016-12-12,15,129.99,129.99
961,7,8,2016-12-12,6,179.99,179.99
962,7,11,2016-12-12,6,599.99,599.99
963,7,15,2016-12-12,34,54.23,54.23
1288,7,1,2017-06-12,10,612.25,612.25
1289,7,2,2017-06-12,10,129.99,129.99
1290,7,8,2017-06-12,4,179.99,179.99
1291,7,11,2017-06-12,4,599.99,599.99
1292,7,15,2017-06-12,80,54.23,54.23
1675,7,1,2017-12-12,15,612.25,612.25
1676,7,2,2017-12-12,15,129.99,129.99
1677,7,8,2017-12-12,6,179.99,179.99
1678,7,11,2017-12-12,6,599.99,599.99
1679,7,15,2017-12-12,34,54.23,54.23
1786,7,1,2018-01-12,14,612.25,612.25
1787,7,2,2018-01-12,14,129.99,129.99
1788,7,8,2018-01-12,6,179.99,179.99
1789,7,11,2018-01-12,6,599.99,599.99
1790,7,15,2018-01-12,32,54.23,54.23
1791,7,1,2018-01-12,14,612.25,612.25
1792,7,2,2018-01-12,14,129.99,129.99
1793,7,8,2018-01-12,6,179.99,179.99
1794,7,11,2018-01-12,6,599.99,599.99
1795,7,15,2018-01-12,32,54.23,54.23
2383,7,1,2018-06-12,10,612.25,612.25
2384,7,2,2018-06-12,10,129.99,129.99
2385,7,8,2018-06-12,4,179.99,179.99
2386,7,11,2018-06-12,4,599.99,599.99
2387,7,15,2018-06-12,80,54.23,54.23
2770,7,1,2018-12-12,15,612.25,612.25
2771,7,2,2018-12-12,15,129.99,129.99
2772,7,8,2018-12-12,6,179.99,179.99
2773,7,11,2018-12-12,6,599.99,599.99
2774,7,15,2018-12-12,34,54.23,54.23
2856,7,1,2019-01-12,14,612.25,612.25
2857,7,2,2019-01-12,14,129.99,129.99
2858,7,8,2019-01-12,6,179.99,179.99
2859,7,11,2019-01-12,6,599.99,599.99
2860,7,15,2019-01-12,32,54.23,54.23
3315,7,1,2019-06-30,14,612.25,612.25
3316,7,2,2019-07-01,14,129.99,129.99
3317,7,8,2019-07-02,6,179.99,179.99
3318,7,11,2019-07-03,6,599.99,599.99
3319,7,15,2019-07-04,32,54.23,54.23
3388,7,1,2019-09-11,14,612.25,612.25
3389,7,2,2019-09-12,14,129.99,129.99
3390,7,8,2019-09-13,6,179.99,179.99
3391,7,11,2019-09-14,6,599.99,599.99
3392,7,15,2019-09-15,32,54.23,54.23
3459,7,1,2019-11-21,14,612.25,612.25
3460,7,2,2019-11-22,14,129.99,129.99
3461,7,8,2019-11-23,6,179.99,179.99
3462,7,11,2019-11-24,6,599.99,599.99
3463,7,15,2019-11-25,32,54.23,54.23
65,14,2,2013-03-10,16,129.99,129.99
66,14,4,2013-03-11,24,299.99,299.99
67,14,5,2013-03-12,21,549.99,549.99
68,14,8,2013-03-13,3,179.99,179.99
69,14,13,2013-03-14,81,47.99,47.99
70,14,14,2013-03-15,32,70.12,70.12
71,14,3,2013-03-16,1,349.99,349.99
172,14,2,2013-06-25,15,129.99,129.99
173,14,4,2013-06-26,23,299.99,299.99
174,14,5,2013-06-27,20,549.99,549.99
175,14,8,2013-06-28,3,179.99,179.99
176,14,13,2013-06-29,77,47.99,47.99
177,14,14,2013-06-30,30,70.12,70.12
178,14,3,2013-07-01,1,349.99,349.99
239,14,2,2013-08-31,16,129.99,129.99
240,14,4,2013-09-01,24,299.99,299.99
241,14,5,2013-09-02,21,549.99,549.99
242,14,8,2013-09-03,3,179.99,179.99
243,14,13,2013-09-04,83,47.99,47.99
244,14,14,2013-09-05,33,70.12,70.12
245,14,3,2013-09-06,1,349.99,349.99
335,14,2,2013-12-05,15,129.99,129.99
336,14,4,2013-12-06,22,299.99,299.99
337,14,5,2013-12-07,19,549.99,549.99
338,14,8,2013-12-08,3,179.99,179.99
339,14,13,2013-12-09,76,47.99,47.99
340,14,14,2013-12-10,30,70.12,70.12
341,14,3,2013-12-11,1,349.99,349.99
574,14,2,2014-08-01,5,129.99,129.99
575,14,4,2014-08-02,8,299.99,299.99
576,14,5,2014-08-03,7,549.99,549.99
577,14,8,2014-08-04,1,179.99,179.99
578,14,13,2014-08-05,29,47.99,47.99
579,14,14,2014-08-06,11,70.12,70.12
862,14,2,2015-05-16,17,129.99,129.99
863,14,4,2015-05-17,25,299.99,299.99
864,14,5,2015-05-18,22,549.99,549.99
865,14,8,2015-05-19,3,179.99,179.99
866,14,13,2015-05-20,86,47.99,47.99
867,14,14,2015-05-21,34,70.12,70.12
868,14,3,2015-05-22,1,349.99,349.99
962,14,2,2015-08-24,19,129.99,129.99
963,14,4,2015-08-25,29,299.99,299.99
964,14,5,2015-08-26,25,549.99,549.99
965,14,8,2015-08-27,3,179.99,179.99
966,14,13,2015-08-28,98,47.99,47.99
967,14,14,2015-08-29,39,70.12,70.12
968,14,3,2015-08-30,1,349.99,349.99
1069,14,2,2015-12-09,18,129.99,129.99
1070,14,4,2015-12-10,27,299.99,299.99
1071,14,5,2015-12-11,24,549.99,549.99
1072,14,8,2015-12-12,3,179.99,179.99
1073,14,13,2015-12-13,93,47.99,47.99
1074,14,14,2015-12-14,37,70.12,70.12
1075,14,3,2015-12-15,1,349.99,349.99
1136,14,2,2016-02-14,20,129.99,129.99
1137,14,4,2016-02-15,30,299.99,299.99
1138,14,5,2016-02-16,26,549.99,549.99
1139,14,8,2016-02-17,4,179.99,179.99
1140,14,13,2016-02-18,100,47.99,47.99
1141,14,14,2016-02-19,40,70.12,70.12
1142,14,3,2016-02-20,2,349.99,349.99
1232,14,2,2016-05-20,18,129.99,129.99
1233,14,4,2016-05-21,27,299.99,299.99
1234,14,5,2016-05-22,23,549.99,549.99
1235,14,8,2016-05-23,3,179.99,179.99
1236,14,13,2016-05-24,91,47.99,47.99
1237,14,14,2016-05-25,36,70.12,70.12
1238,14,3,2016-05-26,1,349.99,349.99
1471,14,2,2017-01-14,6,129.99,129.99
1472,14,4,2017-01-15,10,299.99,299.99
1473,14,5,2017-01-16,8,549.99,549.99
1474,14,8,2017-01-17,1,179.99,179.99
1475,14,13,2017-01-18,33,47.99,47.99
1476,14,14,2017-01-19,13,70.12,70.12
1759,14,2,2017-10-29,20,129.99,129.99
1760,14,4,2017-10-30,31,299.99,299.99
1761,14,5,2017-10-31,26,549.99,549.99
1762,14,8,2017-11-01,4,179.99,179.99
1763,14,13,2017-11-02,103,47.99,47.99
1764,14,14,2017-11-03,41,70.12,70.12
1765,14,3,2017-11-04,2,349.99,349.99
1859,14,2,2018-02-06,23,300.0,285.0
1860,14,4,2018-02-07,34,299.99,299.99
1861,14,5,2018-02-08,30,549.99,549.99
1862,14,8,2018-02-09,4,179.99,179.99
1863,14,13,2018-02-10,115,47.99,47.99
1864,14,14,2018-02-11,46,70.12,70.12
1865,14,3,2018-02-12,2,349.99,349.99
1966,14,2,2018-05-24,21,129.99,129.99
1967,14,4,2018-05-25,32,299.99,299.99
1968,14,5,2018-05-26,28,549.99,549.99
1969,14,8,2018-05-27,4,179.99,179.99
1970,14,13,2018-05-28,109,47.99,47.99
1971,14,14,2018-05-29,43,70.12,70.12
1972,14,3,2018-05-30,2,349.99,349.99
2033,14,2,2018-07-30,23,129.99,129.99
2034,14,4,2018-07-31,35,299.99,299.99
2035,14,5,2018-08-01,30,549.99,549.99
2036,14,8,2018-08-02,4,179.99,179.99
2037,14,13,2018-08-03,117,47.99,47.99
2038,14,14,2018-08-04,47,70.12,70.12
2039,14,3,2018-08-05,2,349.99,349.99
2322,14,2,2019-05-15,5,129.99,129.99
2323,14,4,2019-05-16,8,299.99,299.99
2324,14,5,2019-05-17,7,549.99,549.99
2325,14,8,2019-05-18,1,179.99,179.99
2326,14,13,2019-05-19,29,47.99,47.99
2327,14,14,2019-05-20,11,70.12,70.12
270,14,2,2016-01-20,16,129.99,129.99
271,14,4,2016-01-20,24,299.99,299.99
272,14,5,2016-01-20,21,549.99,549.99
273,14,8,2016-01-20,3,179.99,179.99
274,14,13,2016-01-20,81,47.99,47.99
275,14,14,2016-01-20,32,70.12,70.12
276,14,3,2016-01-20,20,349.99,349.99
377,14,2,2016-02-20,15,129.99,129.99
378,14,4,2016-02-20,23,299.99,299.99
379,14,5,2016-02-20,20,549.99,549.99
380,14,8,2016-02-20,3,179.99,179.99
381,14,13,2016-02-20,77,47.99,47.99
382,14,14,2016-02-20,30,70.12,70.12
383,14,3,2016-02-20,20,349.99,349.99
444,14,2,2016-03-20,16,129.99,129.99
445,14,4,2016-03-20,24,299.99,299.99
446,14,5,2016-03-20,21,549.99,549.99
447,14,8,2016-03-20,3,179.99,179.99
448,14,13,2016-03-20,83,47.99,47.99
449,14,14,2016-03-20,33,70.12,70.12
450,14,3,2016-03-20,20,349.99,349.99
696,14,2,2016-08-20,5,129.99,129.99
697,14,4,2016-08-20,8,299.99,299.99
698,14,5,2016-08-20,7,549.99,549.99
699,14,8,2016-08-20,20,179.99,179.99
700,14,13,2016-08-20,29,47.99,47.99
701,14,14,2016-08-20,11,70.12,70.12
984,14,2,2016-12-20,17,129.99,129.99
985,14,4,2016-12-20,25,299.99,299.99
986,14,5,2016-12-20,22,549.99,549.99
987,14,8,2016-12-20,3,179.99,179.99
